Architecture    Offer                                      Publisher    Sku                                  Urn                                                                                                   Version
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    22_04                                Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:22_04:22.04.202605030                               22.04.202605030
Arm64           0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    22_04-arm64                          Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:22_04-arm64:22.04.202605030                         22.04.202605030
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    22_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:22_04-gen2:22.04.202405010                          22.04.202405010
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    22_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:22_04-gen2:22.04.202405030                          22.04.202405030
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    22_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:22_04-gen2:22.04.202405090                          22.04.202405090
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    22_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:22_04-gen2:22.04.202405100                          22.04.202405100
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    22_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:22_04-gen2:22.04.202405140                          22.04.202405140
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    22_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:22_04-gen2:22.04.202405150                          22.04.202405150
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    22_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:22_04-gen2:22.04.202405160                          22.04.202405160
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    22_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:22_04-gen2:22.04.202405190                          22.04.202405190
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    22_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:22_04-gen2:22.04.202405220                          22.04.202405220
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    22_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:22_04-gen2:22.04.202405240                          22.04.202405240
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    22_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:22_04-gen2:22.04.202405290                          22.04.202405290
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    22_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:22_04-gen2:22.04.202405300                          22.04.202405300
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    22_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:22_04-gen2:22.04.202406010                          22.04.202406010
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    22_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:22_04-gen2:22.04.202406051                          22.04.202406051
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    22_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:22_04-gen2:22.04.202406140                          22.04.202406140
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    22_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:22_04-gen2:22.04.202406190                          22.04.202406190
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    22_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:22_04-gen2:22.04.202406240                          22.04.202406240
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    22_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:22_04-gen2:22.04.202406250                          22.04.202406250
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    22_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:22_04-gen2:22.04.202407010                          22.04.202407010
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    22_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:22_04-gen2:22.04.202410020                          22.04.202410020
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    22_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:22_04-gen2:22.04.202501080                          22.04.202501080
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    22_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:22_04-gen2:22.04.202501230                          22.04.202501230
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    22_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:22_04-gen2:22.04.202503040                          22.04.202503040
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    22_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:22_04-gen2:22.04.202503270                          22.04.202503270
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    22_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:22_04-gen2:22.04.202504030                          22.04.202504030
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    22_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:22_04-gen2:22.04.202504080                          22.04.202504080
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    22_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:22_04-gen2:22.04.202504250                          22.04.202504250
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    22_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:22_04-gen2:22.04.202505080                          22.04.202505080
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    22_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:22_04-gen2:22.04.202505210                          22.04.202505210
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    22_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:22_04-gen2:22.04.202506120                          22.04.202506120
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    22_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:22_04-gen2:22.04.202506200                          22.04.202506200
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    22_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:22_04-gen2:22.04.202507090                          22.04.202507090
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    22_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:22_04-gen2:22.04.202507150                          22.04.202507150
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    22_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:22_04-gen2:22.04.202507300                          22.04.202507300
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    22_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:22_04-gen2:22.04.202510210                          22.04.202510210
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    22_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:22_04-gen2:22.04.202512020                          22.04.202512020
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    22_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:22_04-gen2:22.04.202512170                          22.04.202512170
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    22_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:22_04-gen2:22.04.202512181                          22.04.202512181
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    22_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:22_04-gen2:22.04.202601220                          22.04.202601220
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    22_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:22_04-gen2:22.04.202601280                          22.04.202601280
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    22_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:22_04-gen2:22.04.202605030                          22.04.202605030
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    24_04                                Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:24_04:24.04.202404230                               24.04.202404230
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    24_04                                Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:24_04:24.04.202502210                               24.04.202502210
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    24_04                                Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:24_04:24.04.202504080                               24.04.202504080
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    24_04                                Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:24_04:24.04.202505020                               24.04.202505020
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    24_04                                Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:24_04:24.04.202505090                               24.04.202505090
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    24_04                                Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:24_04:24.04.202505230                               24.04.202505230
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    24_04                                Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:24_04:24.04.202506060                               24.04.202506060
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    24_04                                Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:24_04:24.04.202506100                               24.04.202506100
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    24_04                                Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:24_04:24.04.202507010                               24.04.202507010
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    24_04                                Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:24_04:24.04.202507090                               24.04.202507090
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    24_04                                Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:24_04:24.04.202507290                               24.04.202507290
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    24_04                                Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:24_04:24.04.202507310                               24.04.202507310
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    24_04                                Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:24_04:24.04.202510210                               24.04.202510210
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    24_04                                Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:24_04:24.04.202512100                               24.04.202512100
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    24_04                                Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:24_04:24.04.202512170                               24.04.202512170
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    24_04                                Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:24_04:24.04.202512181                               24.04.202512181
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    24_04                                Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:24_04:24.04.202604130                               24.04.202604130
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    24_04                                Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:24_04:24.04.202605070                               24.04.202605070
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    24_04                                Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:24_04:24.04.202605230                               24.04.202605230
Arm64           0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    24_04-arm64                          Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:24_04-arm64:24.04.202604130                         24.04.202604130
Arm64           0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    24_04-arm64                          Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:24_04-arm64:24.04.202605070                         24.04.202605070
Arm64           0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    24_04-arm64                          Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:24_04-arm64:24.04.202605230                         24.04.202605230
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    24_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:24_04-gen2:24.04.202404230                          24.04.202404230
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    24_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:24_04-gen2:24.04.202502210                          24.04.202502210
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    24_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:24_04-gen2:24.04.202504080                          24.04.202504080
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    24_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:24_04-gen2:24.04.202505020                          24.04.202505020
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    24_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:24_04-gen2:24.04.202505090                          24.04.202505090
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    24_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:24_04-gen2:24.04.202505230                          24.04.202505230
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    24_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:24_04-gen2:24.04.202506060                          24.04.202506060
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    24_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:24_04-gen2:24.04.202506100                          24.04.202506100
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    24_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:24_04-gen2:24.04.202507010                          24.04.202507010
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    24_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:24_04-gen2:24.04.202507090                          24.04.202507090
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    24_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:24_04-gen2:24.04.202507290                          24.04.202507290
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    24_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:24_04-gen2:24.04.202507310                          24.04.202507310
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    24_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:24_04-gen2:24.04.202510210                          24.04.202510210
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    24_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:24_04-gen2:24.04.202512100                          24.04.202512100
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    24_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:24_04-gen2:24.04.202512170                          24.04.202512170
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    24_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:24_04-gen2:24.04.202512181                          24.04.202512181
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    24_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:24_04-gen2:24.04.202604130                          24.04.202604130
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    24_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:24_04-gen2:24.04.202605070                          24.04.202605070
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    24_04-gen2                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:24_04-gen2:24.04.202605230                          24.04.202605230
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    26_04                                Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:26_04:26.04.202605080                               26.04.202605080
Arm64           0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    26_04-arm64                          Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:26_04-arm64:26.04.202605080                         26.04.202605080
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    26_04-gen1                           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:26_04-gen1:26.04.202605080                          26.04.202605080
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-cis-minimal-20_04                Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-cis-minimal-20_04:20.04.202512180               20.04.202512180
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-cis-minimal-20_04                Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-cis-minimal-20_04:20.04.202602200               20.04.202602200
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-cis-minimal-20_04                Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-cis-minimal-20_04:20.04.202603120               20.04.202603120
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-cis-minimal-20_04                Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-cis-minimal-20_04:20.04.202604230               20.04.202604230
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-cis-minimal-20_04                Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-cis-minimal-20_04:20.04.202605070               20.04.202605070
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-cis-minimal-20_04                Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-cis-minimal-20_04:20.04.202605140               20.04.202605140
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-cis-minimal-20_04-gen2           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-cis-minimal-20_04-gen2:20.04.202512180          20.04.202512180
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-cis-minimal-20_04-gen2           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-cis-minimal-20_04-gen2:20.04.202602200          20.04.202602200
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-cis-minimal-20_04-gen2           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-cis-minimal-20_04-gen2:20.04.202603120          20.04.202603120
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-cis-minimal-20_04-gen2           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-cis-minimal-20_04-gen2:20.04.202604230          20.04.202604230
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-cis-minimal-20_04-gen2           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-cis-minimal-20_04-gen2:20.04.202605070          20.04.202605070
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-cis-minimal-20_04-gen2           Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-cis-minimal-20_04-gen2:20.04.202605140          20.04.202605140
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-cis-minimal-22_04-level-1        Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-cis-minimal-22_04-level-1:22.04.202512180       22.04.202512180
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-cis-minimal-22_04-level-1        Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-cis-minimal-22_04-level-1:22.04.202601270       22.04.202601270
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-cis-minimal-22_04-level-1        Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-cis-minimal-22_04-level-1:22.04.202603310       22.04.202603310
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-cis-minimal-22_04-level-1        Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-cis-minimal-22_04-level-1:22.04.202604290       22.04.202604290
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-cis-minimal-22_04-level-1        Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-cis-minimal-22_04-level-1:22.04.202605060       22.04.202605060
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-cis-minimal-22_04-level-1-gen1   Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-cis-minimal-22_04-level-1-gen1:22.04.202512180  22.04.202512180
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-cis-minimal-22_04-level-1-gen1   Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-cis-minimal-22_04-level-1-gen1:22.04.202601270  22.04.202601270
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-cis-minimal-22_04-level-1-gen1   Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-cis-minimal-22_04-level-1-gen1:22.04.202603310  22.04.202603310
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-cis-minimal-22_04-level-1-gen1   Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-cis-minimal-22_04-level-1-gen1:22.04.202604290  22.04.202604290
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-cis-minimal-22_04-level-1-gen1   Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-cis-minimal-22_04-level-1-gen1:22.04.202605060  22.04.202605060
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-cis-minimal-22_04-level-2        Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-cis-minimal-22_04-level-2:22.04.202512180       22.04.202512180
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-cis-minimal-22_04-level-2        Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-cis-minimal-22_04-level-2:22.04.202603310       22.04.202603310
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-cis-minimal-22_04-level-2        Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-cis-minimal-22_04-level-2:22.04.202604290       22.04.202604290
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-cis-minimal-22_04-level-2        Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-cis-minimal-22_04-level-2:22.04.202605060       22.04.202605060
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-cis-minimal-22_04-level-2-gen1   Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-cis-minimal-22_04-level-2-gen1:22.04.202512180  22.04.202512180
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-cis-minimal-22_04-level-2-gen1   Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-cis-minimal-22_04-level-2-gen1:22.04.202603310  22.04.202603310
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-cis-minimal-22_04-level-2-gen1   Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-cis-minimal-22_04-level-2-gen1:22.04.202604290  22.04.202604290
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-cis-minimal-22_04-level-2-gen1   Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-cis-minimal-22_04-level-2-gen1:22.04.202605060  22.04.202605060
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-fips-18_04                       Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-fips-18_04:18.04.202404300                      18.04.202404300
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-fips-18_04                       Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-fips-18_04:18.04.202405030                      18.04.202405030
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-fips-18_04                       Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-fips-18_04:18.04.202405080                      18.04.202405080
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-fips-18_04                       Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-fips-18_04:18.04.202405140                      18.04.202405140
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-fips-18_04                       Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-fips-18_04:18.04.202405220                      18.04.202405220
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-fips-18_04                       Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-fips-18_04:18.04.202405290                      18.04.202405290
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-fips-18_04                       Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-fips-18_04:18.04.202405300                      18.04.202405300
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-fips-18_04                       Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-fips-18_04:18.04.202406130                      18.04.202406130
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-fips-18_04                       Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-fips-18_04:18.04.202406180                      18.04.202406180
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-fips-18_04                       Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-fips-18_04:18.04.202406260                      18.04.202406260
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-fips-18_04                       Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-fips-18_04:18.04.202407020                      18.04.202407020
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-fips-18_04                       Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-fips-18_04:18.04.202407100                      18.04.202407100
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-fips-18_04                       Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-fips-18_04:18.04.202409270                      18.04.202409270
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-fips-18_04                       Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-fips-18_04:18.04.202501070                      18.04.202501070
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-fips-18_04                       Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-fips-18_04:18.04.202502190                      18.04.202502190
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-fips-18_04                       Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-fips-18_04:18.04.202504100                      18.04.202504100
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-fips-18_04                       Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-fips-18_04:18.04.202505150                      18.04.202505150
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-fips-18_04                       Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-fips-18_04:18.04.202507010                      18.04.202507010
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-fips-18_04                       Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-fips-18_04:18.04.202507090                      18.04.202507090
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-fips-18_04                       Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-fips-18_04:18.04.202507300                      18.04.202507300
x64             0001-com-ubuntu-pro-advanced-sla-airdig    Canonical    pro-fips-18_04                       Canonical:0001-com-ubuntu-pro-advanced-sla-airdig:pro-fips-18_04:18.04.202511250                      18.04.202511250
