Architecture    Offer                                      Publisher    Sku                                  Urn                                                                                                   Version
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202404160                        22.04.202404160
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202405010                        22.04.202405010
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202405030                        22.04.202405030
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202405080                        22.04.202405080
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202405090                        22.04.202405090
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202405100                        22.04.202405100
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202405140                        22.04.202405140
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202405150                        22.04.202405150
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202405160                        22.04.202405160
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202405190                        22.04.202405190
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202405220                        22.04.202405220
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202405240                        22.04.202405240
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202405290                        22.04.202405290
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202405300                        22.04.202405300
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202406010                        22.04.202406010
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202406051                        22.04.202406051
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202406140                        22.04.202406140
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202407010                        22.04.202407010
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202410020                        22.04.202410020
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202501231                        22.04.202501231
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202502190                        22.04.202502190
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202502210                        22.04.202502210
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202503040                        22.04.202503040
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202503270                        22.04.202503270
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202504030                        22.04.202504030
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202504080                        22.04.202504080
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202504250                        22.04.202504250
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202505080                        22.04.202505080
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202505210                        22.04.202505210
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202506120                        22.04.202506120
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202506200                        22.04.202506200
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202507090                        22.04.202507090
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202507150                        22.04.202507150
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202507300                        22.04.202507300
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202510010                        22.04.202510010
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202510140                        22.04.202510140
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202510210                        22.04.202510210
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202512020                        22.04.202512020
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202512170                        22.04.202512170
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202512181                        22.04.202512181
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202601220                        22.04.202601220
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202601280                        22.04.202601280
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202602240                        22.04.202602240
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202603290                        22.04.202603290
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202604240                        22.04.202604240
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-22_04-gen2                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-22_04-gen2:22.04.202605030                        22.04.202605030
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04                            Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04:24.04.202505020                             24.04.202505020
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04                            Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04:24.04.202505090                             24.04.202505090
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04                            Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04:24.04.202505230                             24.04.202505230
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04                            Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04:24.04.202506060                             24.04.202506060
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04                            Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04:24.04.202506100                             24.04.202506100
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04                            Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04:24.04.202507010                             24.04.202507010
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04                            Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04:24.04.202507090                             24.04.202507090
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04                            Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04:24.04.202507310                             24.04.202507310
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04                            Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04:24.04.202508210                             24.04.202508210
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04                            Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04:24.04.202508220                             24.04.202508220
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04                            Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04:24.04.202508280                             24.04.202508280
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04                            Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04:24.04.202509110                             24.04.202509110
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04                            Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04:24.04.202509120                             24.04.202509120
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04                            Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04:24.04.202509130                             24.04.202509130
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04                            Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04:24.04.202509140                             24.04.202509140
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04                            Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04:24.04.202509180                             24.04.202509180
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04                            Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04:24.04.202510020                             24.04.202510020
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04                            Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04:24.04.202510140                             24.04.202510140
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04                            Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04:24.04.202510150                             24.04.202510150
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04                            Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04:24.04.202510210                             24.04.202510210
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04                            Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04:24.04.202512090                             24.04.202512090
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04                            Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04:24.04.202512100                             24.04.202512100
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04                            Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04:24.04.202512170                             24.04.202512170
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04                            Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04:24.04.202512181                             24.04.202512181
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04                            Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04:24.04.202602150                             24.04.202602150
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04                            Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04:24.04.202603290                             24.04.202603290
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04                            Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04:24.04.202604130                             24.04.202604130
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04                            Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04:24.04.202605070                             24.04.202605070
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04-gen1                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04-gen1:24.04.202505020                        24.04.202505020
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04-gen1                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04-gen1:24.04.202505090                        24.04.202505090
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04-gen1                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04-gen1:24.04.202505230                        24.04.202505230
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04-gen1                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04-gen1:24.04.202506060                        24.04.202506060
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04-gen1                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04-gen1:24.04.202506100                        24.04.202506100
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04-gen1                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04-gen1:24.04.202507010                        24.04.202507010
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04-gen1                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04-gen1:24.04.202507090                        24.04.202507090
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04-gen1                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04-gen1:24.04.202507310                        24.04.202507310
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04-gen1                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04-gen1:24.04.202508210                        24.04.202508210
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04-gen1                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04-gen1:24.04.202508220                        24.04.202508220
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04-gen1                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04-gen1:24.04.202508280                        24.04.202508280
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04-gen1                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04-gen1:24.04.202509110                        24.04.202509110
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04-gen1                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04-gen1:24.04.202509120                        24.04.202509120
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04-gen1                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04-gen1:24.04.202509130                        24.04.202509130
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04-gen1                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04-gen1:24.04.202509140                        24.04.202509140
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04-gen1                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04-gen1:24.04.202509180                        24.04.202509180
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04-gen1                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04-gen1:24.04.202510020                        24.04.202510020
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04-gen1                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04-gen1:24.04.202510140                        24.04.202510140
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04-gen1                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04-gen1:24.04.202510150                        24.04.202510150
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04-gen1                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04-gen1:24.04.202510210                        24.04.202510210
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04-gen1                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04-gen1:24.04.202512090                        24.04.202512090
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04-gen1                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04-gen1:24.04.202512100                        24.04.202512100
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04-gen1                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04-gen1:24.04.202512170                        24.04.202512170
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04-gen1                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04-gen1:24.04.202512181                        24.04.202512181
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04-gen1                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04-gen1:24.04.202602150                        24.04.202602150
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04-gen1                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04-gen1:24.04.202603290                        24.04.202603290
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04-gen1                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04-gen1:24.04.202604130                        24.04.202604130
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-24_04-gen1                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-24_04-gen1:24.04.202605070                        24.04.202605070
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-26_04                            Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-26_04:26.04.202605080                             26.04.202605080
Arm64           0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-26_04-arm64                      Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-26_04-arm64:26.04.202605080                       26.04.202605080
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-26_04-gen1                       Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-26_04-gen1:26.04.202605080                        26.04.202605080
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-cis-minimal-20_04                Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-cis-minimal-20_04:20.04.202406050                 20.04.202406050
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-cis-minimal-20_04                Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-cis-minimal-20_04:20.04.202406060                 20.04.202406060
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-cis-minimal-20_04                Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-cis-minimal-20_04:20.04.202406100                 20.04.202406100
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-cis-minimal-20_04                Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-cis-minimal-20_04:20.04.202406170                 20.04.202406170
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-cis-minimal-20_04                Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-cis-minimal-20_04:20.04.202406180                 20.04.202406180
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-cis-minimal-20_04                Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-cis-minimal-20_04:20.04.202407020                 20.04.202407020
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-cis-minimal-20_04                Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-cis-minimal-20_04:20.04.202409240                 20.04.202409240
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-cis-minimal-20_04                Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-cis-minimal-20_04:20.04.202501090                 20.04.202501090
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-cis-minimal-20_04                Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-cis-minimal-20_04:20.04.202502190                 20.04.202502190
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-cis-minimal-20_04                Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-cis-minimal-20_04:20.04.202502210                 20.04.202502210
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-cis-minimal-20_04                Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-cis-minimal-20_04:20.04.202503010                 20.04.202503010
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-cis-minimal-20_04                Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-cis-minimal-20_04:20.04.202505070                 20.04.202505070
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-cis-minimal-20_04                Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-cis-minimal-20_04:20.04.202505200                 20.04.202505200
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-cis-minimal-20_04                Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-cis-minimal-20_04:20.04.202507040                 20.04.202507040
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-cis-minimal-20_04                Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-cis-minimal-20_04:20.04.202507090                 20.04.202507090
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-cis-minimal-20_04                Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-cis-minimal-20_04:20.04.202508050                 20.04.202508050
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-cis-minimal-20_04                Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-cis-minimal-20_04:20.04.202508240                 20.04.202508240
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-cis-minimal-20_04                Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-cis-minimal-20_04:20.04.202509160                 20.04.202509160
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-cis-minimal-20_04                Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-cis-minimal-20_04:20.04.202509180                 20.04.202509180
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-cis-minimal-20_04                Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-cis-minimal-20_04:20.04.202509280                 20.04.202509280
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-cis-minimal-20_04                Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-cis-minimal-20_04:20.04.202511270                 20.04.202511270
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-cis-minimal-20_04                Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-cis-minimal-20_04:20.04.202512180                 20.04.202512180
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-cis-minimal-20_04                Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-cis-minimal-20_04:20.04.202603120                 20.04.202603120
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-cis-minimal-20_04                Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-cis-minimal-20_04:20.04.202604230                 20.04.202604230
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-cis-minimal-20_04                Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-cis-minimal-20_04:20.04.202605070                 20.04.202605070
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-cis-minimal-20_04                Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-cis-minimal-20_04:20.04.202605140                 20.04.202605140
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-cis-minimal-20_04-gen2           Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-cis-minimal-20_04-gen2:20.04.202406050            20.04.202406050
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-cis-minimal-20_04-gen2           Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-cis-minimal-20_04-gen2:20.04.202406060            20.04.202406060
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-cis-minimal-20_04-gen2           Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-cis-minimal-20_04-gen2:20.04.202406100            20.04.202406100
x64             0001-com-ubuntu-pro-advanced-sla-ub01      Canonical    pro-cis-minimal-20_04-gen2           Canonical:0001-com-ubuntu-pro-advanced-sla-ub01:pro-cis-minimal-20_04-gen2:20.04.202406170            20.04.202406170
